Name,monsterID,level,ME_Born,ME_Update,ME_AttackGo,ME_SkillGO,ME_Deadth,Addedvalue,PT_HpMax,PT_MpMax,PT_Attack,PT_Defense,PT_Agile,PT_Spirit,PT_Reply,PT_Magicattack,PT_Magicdefense,PT_Hit,PT_Dodge,PT_Crit,PT_counterpunch,PT_NoSleep,PT_NoPetrifaction,PT_NoDrunk,PT_NoChaos,PT_NoForget,PT_NoPoison,PT_Assassinate,DropID
33,20,26,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,780,,,,,,320,,,,,,,,,,,,,100033
34,54,27,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,810,,,,,,320,,,,,,,,,,,,,100034
35,55,27,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,810,,,,,,320,,,,,,,,,,,,,100035
36,3,27,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,810,,,,,,320,,,,,,,,,,,,,100036
37,57,28,"ShiRenMoFaShiBoKan_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ShiRenMoFaShiBoKan_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ShiRenMoFaShiBoKan_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,3812.9,840,70,70,100,50,,320,,,,,,100,100,100,100,100,100,,100037
38,58,28,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,840,,,,,,320,,,,,,,,,,,,,100038
39,59,29,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,870,,,,,,320,,,,,,,,,,,,,100039
40,60,29,"XiYiRenZhaGe_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","XiYiRenZhaGe_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"XiYiRenZhaGe_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,2797.6,870,80,80,100,,,320,,,,,,100,100,100,100,100,100,,100040
41,61,30,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,900,,,,,,320,,,,,,,,,,,,,100041
42,62,30,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,900,,,,,,320,,,,,,,,,,,,,100042
43,63,30,"BaiEMoJiLaSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BaiEMoJiLaSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BaiEMoJiLaSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,4521.4,900,80,80,100,,,320,,,,,,100,100,100,100,100,100,,100043
44,3,30,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,900,,,,,,320,,,,,,,,,,,,,100044
45,65,31,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,930,,,,,,320,,,,,,,,,,,,,100045
46,66,31,"ELangXiSi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","ELangXiSi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"ELangXiSi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,5408,930,80,80,100,,,320,,,,,,100,100,100,100,100,100,,100046
47,67,31,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,930,,,,,,320,,,,,,,,,,,,,100047
48,35,32,"HaiJuLong_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","HaiJuLong_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"HaiJuLong_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,3994.9,960,100,80,50,50,200,320,,,,,,100,100,100,100,100,100,20,100048
49,76,32,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,960,,,,,,320,,,,,,,,,,,,,100049
50,77,33,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,990,,,,,,320,,,,,,,,,,,,,100050
51,78,33,"ShaYingCiKeDaShiLuoSaier_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","ShaYingCiKeDaShiLuoSaier_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"ShaYingCiKeDaShiLuoSaier_deadth(RECEIVER,battleId,myPos,targetPos,posTable,skillTable)",1,4872.4,990,100,80,100,50,,320,,,,,,100,100,100,100,100,100,,100051
52,79,34,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1020,,,,,,320,,,,,,,,,,,,,100052
53,10061,34,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1020,,,,,,320,,,,,,,,,,,,,100053
54,10025,35,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1050,,,,,,320,,,,,,,,,,,,,100054
55,80,35,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1050,,,,,,320,,,,,,,,,,,,,100055
56,81,36,"BianSeLongLuoDi_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","BianSeLongLuoDi_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"BianSeLongLuoDi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,7194.2,1080,100,80,100,50,,320,,,,,,100,100,100,100,100,100,,100056
57,82,36,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1080,,,,,,320,,,,,,,,,,,,,100057
58,10145,36,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1080,,,,,,320,,,,,,,,,,,,,100058
59,83,37,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1110,,,,,,320,,,,,,,,,,,,,100059
60,84,37,"DuoMo_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","DuoMo_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"DuoMo_Deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,6667.7,1110,130,130,150,80,,320,,,,,,100,100,100,100,100,100,,100060
61,85,37,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1110,,,,,,320,,,,,,,,,,,,,100061
62,10073,37,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1110,,,,,,320,,,,,,,,,,,,,100062
63,10028,37,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1110,-100,,,,,320,,,,,,,,,,,,,100063
64,10026,38,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1140,,,,,,320,,,,,,,,,,,,,100064
65,26,38,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1140,,,,,,320,,,,,,,,,,,,,100065
66,86,39,"WuYaoKeJiaSuErDe_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","WuYaoKeJiaSuErDe_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"WuYaoKeJiaSuErDe_Deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,7563.4,1170,130,130,150,100,,320,,,,,,100,100,100,100,100,100,,100066
67,10091,39,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1170,,,,,,320,,,,,,,,,,,,,100067
68,3,39,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1170,,,,,,320,,,,,,,,,,,,,100068
69,10034,40,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1200,,,,,,320,,,,,,,,,,,,,100069
70,10048,40,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1200,,,,,,320,,,,,,,,,,,,,100070
71,87,41,"XieZiKingAKS_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","XieZiKingAKS_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"XieZiKingAKS_deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,10901.8,1230,170,130,150,50,,320,,,,,,100,100,100,100,100,100,,100071
72,10010,41,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1230,,,,,,320,,,,,,,,,,,,,100072
73,10063,41,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1230,,,,,,320,,,,,,,,,,,,,100073
74,10030,42,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1260,,,,,,320,,,,,,,,,,,,,100074
75,88,42,"JuXingSiWangRuoChong_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","JuXingSiWangRuoChong_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"JuXingSiWangRuoChong_deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,4248.4,1260,200,130,150,50,,320,,,,,,100,100,100,100,100,100,,100075
76,10068,43,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1290,,,,,,320,,,,,,,,,,,,,100076
77,10006,43,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1290,,,,,,320,,,,,,,,,,,,,100077
78,10015,44,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1320,,,,,,320,,,,,,,,,,,,,100078
79,89,44,"DesertTunShiHua_Born(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","DesertTunShiHua_Update(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"DesertTunShiHua_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,9746.1,1320,130,130,150,,,320,,,,,,100,100,100,100,100,100,,100079
80,10117,45,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1350,,,,,,320,,,,,,,,,,,,,100080
81,10124,45,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1350,,,,,,320,,,,,,,,,,,,,100081
82,10152,46,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1380,,,,,,320,,,,,,,,,,,,,100082
83,90,46,"DesertDanditBaTuo_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","DesertDanditBaTuo_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"DesertDanditBaTuo_deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,8866,1380,150,130,150,50,,320,,,,,,100,100,100,100,100,100,,100083
84,30,46,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1380,,,,,,320,,,,,,,,,,,,,100084
85,10131,47,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1410,,,,,,320,,,,,,,,,,,,,100085
86,10147,47,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1410,,,,,,320,,,,,,,,,,,,,100086
87,91,47,"XiYiRenMoLuo_Bron(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","XiYiRenMoLuo_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"XiYiRenMoLuo_deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,7757.1,1410,150,130,150,50,,320,,,,,,100,100,100,100,100,100,,100087
88,5,47,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1410,,,,,,320,,,,,,,,,,,,,100088
89,4,48,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1440,,,,,,320,,,,,,,,,,,,,100089
90,54,48,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1440,,,,,,320,,,,,,,,,,,,,100090
91,92,48,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1440,,,,,,320,,,,,,,,,,,,,100091
92,93,49,"DesertGoanna_Bron(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","DesertGoanna_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"DesertGoanna_deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,10314.2,1470,150,130,150,50,,320,,,,,,100,100,100,100,100,100,,100092
93,10155,49,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1470,,,,,,320,,,,,,,,,,,,,100093
94,10156,49,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1470,,,,,,320,,,,,,,,,,,,,100094
95,10148,50,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1500,,,,,,320,,,,,,,,,,,,,100095
96,94,50,"ShiMoXiangKeLuTe_Bron(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","ShiMoXiangKeLuTe_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"ShiMoXiangKeLuTe_Deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,11445.2,1500,150,130,150,50,,320,,,,,,100,100,100,100,100,100,,100096
97,95,50,"ShaJuLongAoMaJiTe_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","ShaJuLongAoMaJiTe_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"ShaJuLongAoMaJiTe_Deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,9735.7,1500,150,130,150,50,,320,,,,,,100,100,100,100,100,100,,100097
98,10132,51,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1530,,,,,,320,,,,,,,,,,,,,100098
99,10133,51,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1530,,,,,,320,,,,,,,,,,,,,100099
105,10134,51,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1530,,,,,,320,,,,,,,,,,,,,100105
106,10140,52,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1560,,,,,,320,,,,,,,,,,,,,100106
107,10140,52,"AI_born_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"test_deadth_event(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,0,1560,,,,,,320,,,,,,,,,,,,,100107
108,96,52,"XiYiRenZhiWangKangNuo_Born(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)","XiYiRenZhiWangKangNuo_Update(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",,,"XiYiRenZhiWangKangNuo_Deadth(RECEIVER,ARG0,ARG1,ARG2,ARG3,ARG4)",1,11161.8,1560,200,180,150,80,,320,,,,,,100,100,100,100,100,100,,100108
50000,21,1,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,-2.6,30,-15,,,,,320,,,,,,100,100,100,100,100,100,,150000
50001,72,27,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,2620.8,810,60,120,100,60,200,320,,,,,,100,100,100,100,100,100,,150001
50002,70,27,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,2620.8,810,60,120,100,60,200,320,,,,,,100,100,100,100,100,100,,150002
50003,71,27,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,2620.8,810,60,120,100,60,200,320,,,,,,100,100,100,100,100,100,,150003
50004,75,27,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,2620.8,810,60,120,100,60,200,320,,,,,,100,100,100,100,100,100,,150004
50005,74,27,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,2620.8,810,60,120,100,60,200,320,,,,,,100,100,100,100,100,100,,150005
30000,73,22,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,1337.7,660,40,50,100,60,200,320,,,,,,100,100,100,100,100,100,,130000
30001,68,27,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,1482,810,60,50,100,60,200,320,,,,,,100,100,100,100,100,100,,130001
30002,102,32,"AI_born_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","AI_update_event_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",,,"CiKeAYi_deadth(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)",1,1573,960,60,50,100,60,200,320,,,,,,100,100,100,100,100,100,,130002
