ID,BattleType,dialogue1,dialogue2,BP_Up0,BP_Up1,BP_Up2,BP_Up3,BP_Up4,BP_Up5,BP_Up6,BP_Up7,BP_Up8,BP_Up9,BP_Down0,BP_Down1,BP_Down2,BP_Down3,BP_Down4,BP_Down5,BP_Down6,BP_Down7,BP_Down8,BP_Down9,BattleName
2878,BT_PVE,,,20114,20114,40878,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2879,BT_PVE,,,20114,20114,40879,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2880,BT_PVE,,,20114,20114,40880,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2881,BT_PVE,,,20114,20114,40881,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2882,BT_PVE,,,20114,20114,40882,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2883,BT_PVE,,,20114,20114,40883,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2884,BT_PVE,,,20114,20114,40884,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2885,BT_PVE,,,20114,20114,40885,20114,20114,20114,20114,20114,20114,20114,,,,,,,,,,,
2886,BT_PVE,,,20126,20126,40886,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2887,BT_PVE,,,20126,20126,40887,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2888,BT_PVE,,,20126,20126,40888,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2889,BT_PVE,,,20126,20126,40889,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2890,BT_PVE,,,20126,20126,40890,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2891,BT_PVE,,,20126,20126,40891,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2892,BT_PVE,,,20126,20126,40892,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2893,BT_PVE,,,20126,20126,40893,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2894,BT_PVE,,,20126,20126,40894,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2895,BT_PVE,,,20126,20126,40895,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2896,BT_PVE,,,20126,20126,40896,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2897,BT_PVE,,,20126,20126,40897,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2898,BT_PVE,,,20126,20126,40898,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2899,BT_PVE,,,20126,20126,40899,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2900,BT_PVE,,,20126,20126,40900,20126,20126,20126,20126,20126,20126,20126,,,,,,,,,,,
2901,BT_PVE,,,20150,20150,40901,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2902,BT_PVE,,,20150,20150,40902,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2903,BT_PVE,,,20150,20150,40903,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2904,BT_PVE,,,20150,20150,40904,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2905,BT_PVE,,,20150,20150,40905,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2906,BT_PVE,,,20150,20150,40906,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2907,BT_PVE,,,20150,20150,40907,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2908,BT_PVE,,,20150,20150,40908,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2909,BT_PVE,,,20150,20150,40909,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2910,BT_PVE,,,20150,20150,40910,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2911,BT_PVE,,,20150,20150,40911,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2912,BT_PVE,,,20150,20150,40912,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2913,BT_PVE,,,20150,20150,40913,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2914,BT_PVE,,,20150,20150,40914,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2915,BT_PVE,,,20150,20150,40915,20150,20150,20150,20150,20150,20150,20150,,,,,,,,,,,
2916,BT_PVE,,,20188,20188,40916,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2917,BT_PVE,,,20188,20188,40917,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2918,BT_PVE,,,20188,20188,40918,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2919,BT_PVE,,,20188,20188,40919,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2920,BT_PVE,,,20188,20188,40920,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2921,BT_PVE,,,20188,20188,40921,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2922,BT_PVE,,,20188,20188,40922,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2923,BT_PVE,,,20188,20188,40923,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2924,BT_PVE,,,20188,20188,40924,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2925,BT_PVE,,,20188,20188,40925,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2926,BT_PVE,,,20188,20188,40926,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2927,BT_PVE,,,20188,20188,40927,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2928,BT_PVE,,,20188,20188,40928,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2929,BT_PVE,,,20188,20188,40929,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2930,BT_PVE,,,20188,20188,40930,20188,20188,20188,20188,20188,20188,20188,,,,,,,,,,,
2931,BT_PVE,,,20197,20197,40931,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2932,BT_PVE,,,20197,20197,40932,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2933,BT_PVE,,,20197,20197,40933,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2934,BT_PVE,,,20197,20197,40934,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2935,BT_PVE,,,20197,20197,40935,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2936,BT_PVE,,,20197,20197,40936,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2937,BT_PVE,,,20197,20197,40937,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2938,BT_PVE,,,20197,20197,40938,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2939,BT_PVE,,,20197,20197,40939,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2940,BT_PVE,,,20197,20197,40940,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2941,BT_PVE,,,20197,20197,40941,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2942,BT_PVE,,,20197,20197,40942,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2943,BT_PVE,,,20197,20197,40943,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2944,BT_PVE,,,20197,20197,40944,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
2945,BT_PVE,,,20197,20197,40945,20197,20197,20197,20197,20197,20197,20197,,,,,,,,,,,
3000,BT_PVE,,,31001,31001,31001,31001,31001,,,,,,,,,,,,,,,,
3001,BT_PVE,,,31002,31002,31002,31002,31002,,,,,,,,,,,,,,,,
3002,BT_PVE,,,31003,31003,31003,31003,31003,,,,,,,,,,,,,,,,
3003,BT_PVE,,,31004,31004,31004,31004,31004,,,,,,,,,,,,,,,,
3004,BT_PVE,,,31005,31005,31005,31005,31005,,,,,,,,,,,,,,,,
3005,BT_PVE,,,31006,31006,31006,31006,31006,,,,,,,,,,,,,,,,
3006,BT_PVE,,,31007,31007,31007,31007,31007,,,,,,,,,,,,,,,,
3007,BT_PVE,,,31008,31008,31008,31008,31008,,,,,,,,,,,,,,,,
3008,BT_PVE,,,31001,31001,31009,31001,31001,,,,,,,,,,,,,,,,
3009,BT_PVE,,,31002,31002,31010,31002,31002,,,,,,,,,,,,,,,,
3010,BT_PVE,,,31003,31003,31011,31003,31003,,,,,,,,,,,,,,,,
3011,BT_PVE,,,31004,31004,31012,31004,31004,,,,,,,,,,,,,,,,
3012,BT_PVE,,,31005,31005,31013,31005,31005,,,,,,,,,,,,,,,,
3013,BT_PVE,,,31006,31006,31014,31006,31006,,,,,,,,,,,,,,,,
3014,BT_PVE,,,31007,31007,31015,31007,31007,,,,,,,,,,,,,,,,
3015,BT_PVE,,,31008,31008,31016,31008,31008,,,,,,,,,,,,,,,,
3016,BT_PVE,,,20001,20001,31017,20001,20001,,,,,,,,,,,,,,,,
3017,BT_PVE,,,20002,20002,31018,20002,20002,,,,,,,,,,,,,,,,
3018,BT_PVE,,,20003,20003,31019,20003,20003,,,,,,,,,,,,,,,,
3019,BT_PVE,,,20004,20004,31020,20004,20004,,,,,,,,,,,,,,,,
3020,BT_PVE,,,20005,20005,31021,20005,20005,,,,,,,,,,,,,,,,
3021,BT_PVE,,,20006,20006,31022,20006,20006,,,,,,,,,,,,,,,,
3022,BT_PVE,,,20007,20007,31023,20007,20007,,,,,,,,,,,,,,,,
3023,BT_PVE,,,20008,20008,31024,20008,20008,,,,,,,,,,,,,,,,
3024,BT_PVE,,,20009,20009,31025,20009,20009,,,,,,,,,,,,,,,,
3025,BT_PVE,,,20010,20010,31026,20010,20010,,,,,,,,,,,,,,,,
3026,BT_PVE,,,20011,20011,31027,20011,20011,,,,,,,,,,,,,,,,
3027,BT_PVE,,,20012,20012,31028,20012,20012,,,,,,,,,,,,,,,,
3028,BT_PVE,,,20013,20013,31029,20013,20013,,,,,,,,,,,,,,,,
3029,BT_PVE,,,20014,20014,31030,20014,20014,,,,,,,,,,,,,,,,
3030,BT_PVE,,,20015,20015,31031,20015,20015,,,,,,,,,,,,,,,,
3031,BT_PVE,,,20016,20016,31032,20016,20016,,,,,,,,,,,,,,,,
3032,BT_PVE,,,20017,20017,31033,20017,20017,,,,,,,,,,,,,,,,
3033,BT_PVE,,,20018,20018,31034,20018,20018,,,,,,,,,,,,,,,,
3034,BT_PVE,,,20019,20019,31035,20019,20019,,,,,,,,,,,,,,,,
3035,BT_PVE,,,20020,20020,31036,20020,20020,,,,,,,,,,,,,,,,
3036,BT_PVE,,,20021,20021,31037,20021,20021,,,,,,,,,,,,,,,,
3037,BT_PVE,,,20022,20022,31038,20022,20022,,,,,,,,,,,,,,,,
3038,BT_PVE,,,20023,20023,31039,20023,20023,,,,,,,,,,,,,,,,
3039,BT_PVE,,,20024,20024,31040,20024,20024,,,,,,,,,,,,,,,,
3040,BT_PVE,,,20025,20025,31041,20025,20025,,,,,,,,,,,,,,,,
3041,BT_PVE,,,20026,20026,31042,20026,20026,,,,,,,,,,,,,,,,
3042,BT_PVE,,,20027,20027,31043,20027,20027,,,,,,,,,,,,,,,,
3043,BT_PVE,,,20028,20028,31044,20028,20028,,,,,,,,,,,,,,,,
3044,BT_PVE,,,20029,20029,31045,20029,20029,,,,,,,,,,,,,,,,
3045,BT_PVE,,,20030,20030,31046,20030,20030,,,,,,,,,,,,,,,,
3046,BT_PVE,,,20031,20031,31047,20031,20031,,,,,,,,,,,,,,,,
3047,BT_PVE,,,20032,20032,31048,20032,20032,,,,,,,,,,,,,,,,
3048,BT_PVE,,,20033,20033,31049,20033,20033,,,,,,,,,,,,,,,,
3049,BT_PVE,,,20034,20034,31050,20034,20034,,,,,,,,,,,,,,,,
3050,BT_PVE,,,20035,20035,31051,20035,20035,,,,,,,,,,,,,,,,
3051,BT_PVE,,,20036,20036,31052,20036,20036,,,,,,,,,,,,,,,,
3052,BT_PVE,,,20037,20037,31053,20037,20037,,,,,,,,,,,,,,,,
3053,BT_PVE,,,20038,20038,31054,20038,20038,,,,,,,,,,,,,,,,
3054,BT_PVE,,,20039,20039,31055,20039,20039,,,,,,,,,,,,,,,,
3055,BT_PVE,,,20040,20040,31056,20040,20040,,,,,,,,,,,,,,,,
3056,BT_PVE,,,20041,20041,31057,20041,20041,,,,,,,,,,,,,,,,
3057,BT_PVE,,,20042,20042,31058,20042,20042,,,,,,,,,,,,,,,,
3058,BT_PVE,,,20043,20043,31059,20043,20043,,,,,,,,,,,,,,,,
3059,BT_PVE,,,20044,20044,31060,20044,20044,,,,,,,,,,,,,,,,
3060,BT_PVE,,,20045,20045,31061,20045,20045,,,,,,,,,,,,,,,,
3061,BT_PVE,,,20046,20046,31062,20046,20046,,,,,,,,,,,,,,,,
3062,BT_PVE,,,20047,20047,31063,20047,20047,,,,,,,,,,,,,,,,
3063,BT_PVE,,,20048,20048,31064,20048,20048,,,,,,,,,,,,,,,,
3064,BT_PVE,,,20049,20049,31065,20049,20049,,,,,,,,,,,,,,,,
3065,BT_PVE,,,20050,20050,31066,20050,20050,,,,,,,,,,,,,,,,
3066,BT_PVE,,,20051,20051,31067,20051,20051,,,,,,,,,,,,,,,,
3067,BT_PVE,,,20052,20052,31068,20052,20052,,,,,,,,,,,,,,,,
3068,BT_PVE,,,20053,20053,31069,20053,20053,,,,,,,,,,,,,,,,
3069,BT_PVE,,,20054,20054,31070,20054,20054,,,,,,,,,,,,,,,,
3070,BT_PVE,,,20055,20055,31071,20055,20055,,,,,,,,,,,,,,,,
3071,BT_PVE,,,20056,20056,31072,20056,20056,,,,,,,,,,,,,,,,
3072,BT_PVE,,,20057,20057,31073,20057,20057,,,,,,,,,,,,,,,,
3073,BT_PVE,,,20058,20058,31074,20058,20058,,,,,,,,,,,,,,,,
3074,BT_PVE,,,20059,20059,31075,20059,20059,,,,,,,,,,,,,,,,
3075,BT_PVE,,,20060,20060,31076,20060,20060,,,,,,,,,,,,,,,,
3076,BT_PVE,,,20061,20061,31077,20061,20061,,,,,,,,,,,,,,,,
3077,BT_PVE,,,20062,20062,31078,20062,20062,,,,,,,,,,,,,,,,
3078,BT_PVE,,,20063,20063,31079,20063,20063,,,,,,,,,,,,,,,,
3079,BT_PVE,,,20064,20064,31080,20064,20064,,,,,,,,,,,,,,,,
3080,BT_PVE,,,20065,20065,31081,20065,20065,,,,,,,,,,,,,,,,
3081,BT_PVE,,,20066,20066,31082,20066,20066,,,,,,,,,,,,,,,,
3082,BT_PVE,,,20067,20067,31083,20067,20067,,,,,,,,,,,,,,,,
3083,BT_PVE,,,20068,20068,31084,20068,20068,,,,,,,,,,,,,,,,
3084,BT_PVE,,,20069,20069,31085,20069,20069,,,,,,,,,,,,,,,,
3085,BT_PVE,,,20070,20070,31086,20070,20070,,,,,,,,,,,,,,,,
3086,BT_PVE,,,20071,20071,31087,20071,20071,,,,,,,,,,,,,,,,
3087,BT_PVE,,,20072,20072,31088,20072,20072,,,,,,,,,,,,,,,,
3088,BT_PVE,,,20073,20073,31089,20073,20073,,,,,,,,,,,,,,,,
3089,BT_PVE,,,20074,20074,31090,20074,20074,,,,,,,,,,,,,,,,
3090,BT_PVE,,,20075,20075,31091,20075,20075,,,,,,,,,,,,,,,,
3091,BT_PVE,,,20076,20076,31092,20076,20076,,,,,,,,,,,,,,,,
3092,BT_PVE,,,20077,20077,31093,20077,20077,,,,,,,,,,,,,,,,
3093,BT_PVE,,,20078,20078,31094,20078,20078,,,,,,,,,,,,,,,,
3094,BT_PVE,,,20079,20079,31095,20079,20079,,,,,,,,,,,,,,,,
3095,BT_PVE,,,20080,20080,31096,20080,20080,,,,,,,,,,,,,,,,
3096,BT_PVE,,,20081,20081,31097,20081,20081,,,,,,,,,,,,,,,,
3097,BT_PVE,,,20082,20082,31098,20082,20082,,,,,,,,,,,,,,,,
3098,BT_PVE,,,20083,20083,31099,20083,20083,,,,,,,,,,,,,,,,
3099,BT_PVE,,,20084,20084,31100,20084,20084,,,,,,,,,,,,,,,,
3100,BT_PVE,,,20085,20085,31101,20085,20085,,,,,,,,,,,,,,,,
3101,BT_PVE,,,20086,20086,31102,20086,20086,,,,,,,,,,,,,,,,
3102,BT_PVE,,,20087,20087,31103,20087,20087,,,,,,,,,,,,,,,,
3103,BT_PVE,,,20088,20088,31104,20088,20088,,,,,,,,,,,,,,,,
3104,BT_PVE,,,20089,20089,31105,20089,20089,,,,,,,,,,,,,,,,
3105,BT_PVE,,,20090,20090,31106,20090,20090,,,,,,,,,,,,,,,,
3106,BT_PVE,,,20091,20091,31107,20091,20091,,,,,,,,,,,,,,,,
3107,BT_PVE,,,20092,20092,31108,20092,20092,,,,,,,,,,,,,,,,
3108,BT_PVE,,,20093,20093,31109,20093,20093,,,,,,,,,,,,,,,,
3109,BT_PVE,,,20094,20094,31110,20094,20094,,,,,,,,,,,,,,,,
3110,BT_PVE,,,20095,20095,31111,20095,20095,,,,,,,,,,,,,,,,
3111,BT_PVE,,,20096,20096,31112,20096,20096,,,,,,,,,,,,,,,,
3112,BT_PVE,,,20097,20097,31113,20097,20097,,,,,,,,,,,,,,,,
3113,BT_PVE,,,20098,20098,31114,20098,20098,,,,,,,,,,,,,,,,
3114,BT_PVE,,,20099,20099,31115,20099,20099,,,,,,,,,,,,,,,,
3115,BT_PVE,,,20100,20100,31116,20100,20100,,,,,,,,,,,,,,,,
3116,BT_PVE,,,20101,20101,31117,20101,20101,,,,,,,,,,,,,,,,
3117,BT_PVE,,,20102,20102,31118,20102,20102,,,,,,,,,,,,,,,,
3118,BT_PVE,,,20103,20103,31119,20103,20103,,,,,,,,,,,,,,,,
3119,BT_PVE,,,20104,20104,31120,20104,20104,,,,,,,,,,,,,,,,
3120,BT_PVE,,,20105,20105,31121,20105,20105,,,,,,,,,,,,,,,,
3121,BT_PVE,,,20106,20106,31122,20106,20106,,,,,,,,,,,,,,,,
3122,BT_PVE,,,20107,20107,31123,20107,20107,,,,,,,,,,,,,,,,
3123,BT_PVE,,,20108,20108,31124,20108,20108,,,,,,,,,,,,,,,,
3124,BT_PVE,,,20109,20109,31125,20109,20109,,,,,,,,,,,,,,,,
3125,BT_PVE,,,20110,20110,31126,20110,20110,,,,,,,,,,,,,,,,
3126,BT_PVE,,,20111,20111,31127,20111,20111,,,,,,,,,,,,,,,,
3127,BT_PVE,,,20112,20112,31128,20112,20112,,,,,,,,,,,,,,,,
3128,BT_PVE,,,20113,20113,31129,20113,20113,,,,,,,,,,,,,,,,
3129,BT_PVE,,,20114,20114,31130,20114,20114,,,,,,,,,,,,,,,,
3130,BT_PVE,,,20115,20115,31131,20115,20115,,,,,,,,,,,,,,,,
3131,BT_PVE,,,20116,20116,31132,20116,20116,,,,,,,,,,,,,,,,
3132,BT_PVE,,,20117,20117,31133,20117,20117,,,,,,,,,,,,,,,,
3133,BT_PVE,,,20118,20118,31134,20118,20118,,,,,,,,,,,,,,,,
3134,BT_PVE,,,20119,20119,31135,20119,20119,,,,,,,,,,,,,,,,
3135,BT_PVE,,,20120,20120,31136,20120,20120,,,,,,,,,,,,,,,,
3136,BT_PVE,,,20121,20121,31137,20121,20121,,,,,,,,,,,,,,,,
3137,BT_PVE,,,20122,20122,31138,20122,20122,,,,,,,,,,,,,,,,
3138,BT_PVE,,,20123,20123,31139,20123,20123,,,,,,,,,,,,,,,,
3139,BT_PVE,,,20124,20124,31140,20124,20124,,,,,,,,,,,,,,,,
3140,BT_PVE,,,20125,20125,31141,20125,20125,,,,,,,,,,,,,,,,
3141,BT_PVE,,,20126,20126,31142,20126,20126,,,,,,,,,,,,,,,,
3142,BT_PVE,,,20127,20127,31143,20127,20127,,,,,,,,,,,,,,,,
3143,BT_PVE,,,20128,20128,31144,20128,20128,,,,,,,,,,,,,,,,
3144,BT_PVE,,,20129,20129,31145,20129,20129,,,,,,,,,,,,,,,,
3145,BT_PVE,,,20130,20130,31146,20130,20130,,,,,,,,,,,,,,,,
3146,BT_PVE,,,20131,20131,31147,20131,20131,,,,,,,,,,,,,,,,
3147,BT_PVE,,,20132,20132,31148,20132,20132,,,,,,,,,,,,,,,,
3148,BT_PVE,,,20133,20133,31149,20133,20133,,,,,,,,,,,,,,,,
3149,BT_PVE,,,20134,20134,31150,20134,20134,,,,,,,,,,,,,,,,
3150,BT_PVE,,,20135,20135,31151,20135,20135,,,,,,,,,,,,,,,,
3151,BT_PVE,,,20136,20136,31152,20136,20136,,,,,,,,,,,,,,,,
3152,BT_PVE,,,20137,20137,31153,20137,20137,,,,,,,,,,,,,,,,
3153,BT_PVE,,,20138,20138,31154,20138,20138,,,,,,,,,,,,,,,,
3154,BT_PVE,,,20139,20139,31155,20139,20139,,,,,,,,,,,,,,,,
3155,BT_PVE,,,20140,20140,31156,20140,20140,,,,,,,,,,,,,,,,
3156,BT_PVE,,,20141,20141,31157,20141,20141,,,,,,,,,,,,,,,,
3157,BT_PVE,,,20142,20142,31158,20142,20142,,,,,,,,,,,,,,,,
3158,BT_PVE,,,20143,20143,31159,20143,20143,,,,,,,,,,,,,,,,
3159,BT_PVE,,,20144,20144,31160,20144,20144,,,,,,,,,,,,,,,,
3160,BT_PVE,,,20145,20145,31161,20145,20145,,,,,,,,,,,,,,,,
3161,BT_PVE,,,20146,20146,31162,20146,20146,,,,,,,,,,,,,,,,
3162,BT_PVE,,,20147,20147,31163,20147,20147,,,,,,,,,,,,,,,,
3163,BT_PVE,,,20148,20148,31164,20148,20148,,,,,,,,,,,,,,,,
3164,BT_PVE,,,20149,20149,31165,20149,20149,,,,,,,,,,,,,,,,
3165,BT_PVE,,,20150,20150,31166,20150,20150,,,,,,,,,,,,,,,,
3166,BT_PVE,,,20151,20151,31167,20151,20151,,,,,,,,,,,,,,,,
3167,BT_PVE,,,20152,20152,31168,20152,20152,,,,,,,,,,,,,,,,
3168,BT_PVE,,,20153,20153,31169,20153,20153,,,,,,,,,,,,,,,,
3169,BT_PVE,,,20154,20154,31170,20154,20154,,,,,,,,,,,,,,,,
3170,BT_PVE,,,20155,20155,31171,20155,20155,,,,,,,,,,,,,,,,
3171,BT_PVE,,,20156,20156,31172,20156,20156,,,,,,,,,,,,,,,,
3172,BT_PVE,,,20157,20157,31173,20157,20157,,,,,,,,,,,,,,,,
3173,BT_PVE,,,20158,20158,31174,20158,20158,,,,,,,,,,,,,,,,
3174,BT_PVE,,,20159,20159,31175,20159,20159,,,,,,,,,,,,,,,,
3175,BT_PVE,,,20160,20160,31176,20160,20160,,,,,,,,,,,,,,,,
3176,BT_PVE,,,20161,20161,31177,20161,20161,,,,,,,,,,,,,,,,
3177,BT_PVE,,,20162,20162,31178,20162,20162,,,,,,,,,,,,,,,,
3178,BT_PVE,,,20163,20163,31179,20163,20163,,,,,,,,,,,,,,,,
3179,BT_PVE,,,20164,20164,31180,20164,20164,,,,,,,,,,,,,,,,
3180,BT_PVE,,,20165,20165,31181,20165,20165,,,,,,,,,,,,,,,,
3181,BT_PVE,,,20166,20166,31182,20166,20166,,,,,,,,,,,,,,,,
3182,BT_PVE,,,20167,20167,31183,20167,20167,,,,,,,,,,,,,,,,
3183,BT_PVE,,,20168,20168,31184,20168,20168,,,,,,,,,,,,,,,,
3184,BT_PVE,,,20169,20169,31185,20169,20169,,,,,,,,,,,,,,,,
3185,BT_PVE,,,20170,20170,31186,20170,20170,,,,,,,,,,,,,,,,
3186,BT_PVE,,,20171,20171,31187,20171,20171,,,,,,,,,,,,,,,,
3187,BT_PVE,,,20172,20172,31188,20172,20172,,,,,,,,,,,,,,,,
3188,BT_PVE,,,20173,20173,31189,20173,20173,,,,,,,,,,,,,,,,
3189,BT_PVE,,,20174,20174,31190,20174,20174,,,,,,,,,,,,,,,,
3190,BT_PVE,,,20175,20175,31191,20175,20175,,,,,,,,,,,,,,,,
3191,BT_PVE,,,20176,20176,31192,20176,20176,,,,,,,,,,,,,,,,
3192,BT_PVE,,,20177,20177,31193,20177,20177,,,,,,,,,,,,,,,,
3193,BT_PVE,,,20178,20178,31194,20178,20178,,,,,,,,,,,,,,,,
3194,BT_PVE,,,20179,20179,31195,20179,20179,,,,,,,,,,,,,,,,
3195,BT_PVE,,,20180,20180,31196,20180,20180,,,,,,,,,,,,,,,,
3196,BT_PVE,,,20181,20181,31197,20181,20181,,,,,,,,,,,,,,,,
3197,BT_PVE,,,20182,20182,31198,20182,20182,,,,,,,,,,,,,,,,
3198,BT_PVE,,,20183,20183,31199,20183,20183,,,,,,,,,,,,,,,,
3199,BT_PVE,,,20184,20184,31200,20184,20184,,,,,,,,,,,,,,,,
3200,BT_PVE,,,20185,20185,31201,20185,20185,,,,,,,,,,,,,,,,
3201,BT_PVE,,,20186,20186,31202,20186,20186,,,,,,,,,,,,,,,,
3202,BT_PVE,,,20187,20187,31203,20187,20187,,,,,,,,,,,,,,,,
3203,BT_PVE,,,20188,20188,31204,20188,20188,,,,,,,,,,,,,,,,
3204,BT_PVE,,,20189,20189,31205,20189,20189,,,,,,,,,,,,,,,,
3205,BT_PVE,,,20190,20190,31206,20190,20190,,,,,,,,,,,,,,,,
3206,BT_PVE,,,20191,20191,31207,20191,20191,,,,,,,,,,,,,,,,
3207,BT_PVE,,,20192,20192,31208,20192,20192,,,,,,,,,,,,,,,,
3208,BT_PVE,,,20193,20193,31209,20193,20193,,,,,,,,,,,,,,,,
3209,BT_PVE,,,20194,20194,31210,20194,20194,,,,,,,,,,,,,,,,
3210,BT_PVE,,,20195,20195,31211,20195,20195,,,,,,,,,,,,,,,,
3211,BT_PVE,,,20196,20196,31212,20196,20196,,,,,,,,,,,,,,,,
3212,BT_PVE,,,20197,20197,31213,20197,20197,,,,,,,,,,,,,,,,
3213,BT_PVE,,,20198,20198,31214,20198,20198,,,,,,,,,,,,,,,,
3214,BT_PVE,,,20199,20199,31215,20199,20199,,,,,,,,,,,,,,,,
3215,BT_PVE,,,20200,20200,31216,20200,20200,,,,,,,,,,,,,,,,
3216,BT_PVE,,,20201,20201,31217,20201,20201,,,,,,,,,,,,,,,,
3217,BT_PVE,,,20202,20202,31218,20202,20202,,,,,,,,,,,,,,,,
3218,BT_PVE,,,20203,20203,31219,20203,20203,,,,,,,,,,,,,,,,
3219,BT_PVE,,,20204,20204,31220,20204,20204,,,,,,,,,,,,,,,,
3220,BT_PVE,,,20205,20205,31221,20205,20205,,,,,,,,,,,,,,,,
3221,BT_PVE,,,20206,20206,31222,20206,20206,,,,,,,,,,,,,,,,
3222,BT_PVE,,,20207,20207,31223,20207,20207,,,,,,,,,,,,,,,,
3223,BT_PVE,,,20208,20208,31224,20208,20208,,,,,,,,,,,,,,,,
3224,BT_PVE,,,20209,20209,31225,20209,20209,,,,,,,,,,,,,,,,
3225,BT_PVE,,,20210,20210,31226,20210,20210,,,,,,,,,,,,,,,,
3226,BT_PVE,,,20211,20211,31227,20211,20211,,,,,,,,,,,,,,,,
3227,BT_PVE,,,20212,20212,31228,20212,20212,,,,,,,,,,,,,,,,
3228,BT_PVE,,,20213,20213,31229,20213,20213,,,,,,,,,,,,,,,,
3229,BT_PVE,,,20214,20214,31230,20214,20214,,,,,,,,,,,,,,,,
3230,BT_PVE,,,20215,20215,31231,20215,20215,,,,,,,,,,,,,,,,
3231,BT_PVE,,,20216,20216,31232,20216,20216,,,,,,,,,,,,,,,,
3232,BT_PVE,,,20163,20163,31233,20163,20163,,,,,,,,,,,,,,,,
3233,BT_PVE,,,20164,20164,31234,20164,20164,,,,,,,,,,,,,,,,
3234,BT_PVE,,,20165,20165,31235,20165,20165,,,,,,,,,,,,,,,,
3235,BT_PVE,,,20166,20166,31236,20166,20166,,,,,,,,,,,,,,,,
3236,BT_PVE,,,20167,20167,31237,20167,20167,,,,,,,,,,,,,,,,
