talk,npcid1,content1,npcid2,content2,npcid3,content3,npcid4,content4,npcid5,content5,npcid6,content6,npcid7,content7,npcid8,content8,npcid9,content9,npcid10,content10,BattleID
106,7,木匠麦尔，他遭到了很大的威胁，你快去拯救他吧，以后我们再谈其他的。,-1,好的，那我立刻去见他。,,,,,,,,,,,,,,,,,
107,-1,麦尔，你怎么了？,8,#name#大人！#name#大人！#name#大人！请帮助我！,,,,,,,,,,,,,,,,,
108,8,#name#大人！我要死了！我要死了！有个恶魔食人花要吃了我！,-1,别慌行吗，我去处理这个恶魔食人花。,,,,,,,,,,,,,,,,,
109,-1,行了，那个恶魔食人花不会对你造成威胁了。,8,#name#大人！太令我感动了！#name#大人！,,,,,,,,,,,,,,,,,
110,8,#name#大人！我要翻修罗德里镇，但需要很多紫衫木，所以需要你帮我采集一些木材啊。,-1,翻修罗德里镇吗……那么我是应该多多出力才好。,,,,,,,,,,,,,,,,,
111,-1,这些紫衫木，足够了吧？,8,太好了！的确不少了，罗德里镇幸好有您在啊！,,,,,,,,,,,,,,,,,
112,8,#name#大人！我手下的伙计想从林间走廊那里伐木来做材料，可那里有太多巨熊了！,-1,需要材料来翻修罗德里镇吗？那么我会去保护他们的，我会去清除掉一些巨熊。,8,太好了！帮助我们清除巨熊后，您可以去找耶鲁卡夫镇长了，我这里目前不需要您的帮助了。,,,,,,,,,,,,,,,
113,-1,耶鲁卡夫镇长，我回来了，我帮助木匠麦尔做了很多罗德里镇的翻修工作。,7,嗯，这样最好，人们会感激你的。,,,,,,,,,,,,,,,,,
114,7,隐士麦哲伦老师正在找你呢，想必又有什么事情需要你做了吧，去见见他吧。,-1,哎，我想穿越一个试炼山洞，怎么就如此困难重重呢！,,,,,,,,,,,,,,,,,
115,-1,麦哲伦老师，您找我？,10,是的，汝来的正是时候。,,,,,,,,,,,,,,,,,
116,10,汝来的正好，在贝拉海滩，有一群贪食兽危害人间，去铲除他们吧。,-1,好的，麦哲伦老师，我这就去。,,,,,,,,,,,,,,,,,
117,-1,那些可怕的怪物被我消灭了。,10,如此甚好。,,,,,,,,,,,,,,,,,
118,10,据吾所知，在甲壳山洞内，隐藏着一个巨人，汝应去找他，让他不要对罗德里造成不必要的麻烦。,-1,巨人吗……我知道了，麦哲伦老师。,,,,,,,,,,,,,,,,,
119,-1,可以了，他表示不会对罗德里镇的人出手的。,10,汝总是表现的很好，吾甚为欣慰。,,,,,,,,,,,,,,,,,
120,10,泡沫软泥怪，这种生物非常容易繁衍，繁衍过多会对贝拉海滩这片区域造成负担，所以汝要清除掉一些泡沫软泥怪。,-1,交给我了，麦哲伦老师。,,,,,,,,,,,,,,,,,
121,-1,麦哲伦老师，我已经清除掉不少泡沫软泥怪了。,10,汝真是一个令人喜爱的学生。,,,,,,,,,,,,,,,,,
122,10,罗德里的莉莉需要汝的帮助。,-1,我明白了，麦哲伦老师，我这就去找莉莉。,,,,,,,,,,,,,,,,,
123,-1,莉莉，你找我？,9,偶像！偶像！我最近要参加罗德里厨艺大赛，您一定要帮助我啊！,,,,,,,,,,,,,,,,,
124,9,偶像！我最近好像被人盯住了，有个人想要杀我，估计是厨艺大赛竞争对手派来的刺客。,-1,一个厨艺大赛，竟然还牵扯到刺客，我也是醉了……,9,偶像！一定要帮我啊！帮助我后，您可以直接去找麦哲伦老师了！,,,,,,,,,,,,,,,
125,-1,麦哲伦老师，竟然有一个刺客要暗杀莉莉，不过刺客已经被我击败了。,10,嗯，很好，汝阻止了一场悲剧，吾很欣慰。,,,,,,,,,,,,,,,,,
126,10,罗德里镇必定有人被收买，汝应该继续留在莉莉身边，免于她再受伤害。,-1,我知道了！我会赶回她身边的！,,,,,,,,,,,,,,,,,
127,-1,莉莉，麦哲伦老师不放心你，他要我来再次保护你。,9,哎呀！麦哲伦老师实在是太好了！偶像你也是太好了！有你们在我身边我非常安心啊！,,,,,,,,,,,,,,,,,
128,9,偶像！我想去食人魔洞穴收集食材，但那里有很多盗匪和毒蘑菇啊！,-1,去食人魔洞穴收集食材……你真是疯了，还是我帮你去收集吧！,,,,,,,,,,,,,,,,,
129,-1,我觉得你现在可以安心的去收集食材了。,9,太好了！真不愧是偶像！不过我不想去那边了，太危险了。,-1,早说啊！早说我就不去帮你清除盗匪与蘑菇了！,,,,,,,,,,,,,,,
130,9,偶像！不好啦！有一批人正欲袭击夺取英雄公会负责运输的货物！,-1,英雄公会自己应该能照顾好货物吧？,9,这些货物可是罗德里镇珍贵的救助资源！请帮助英雄公会吧！,-1,看来非常重要啊，那么我会去找艾丽西亚谈谈看。,,,,,,,,,,,,,
131,-1,艾丽西亚小姐，听说有人要袭击英雄公会押运的货物？,1103,是啊，你消息来得还挺快的嘛！既然来了，就别走了，来帮忙吧！,-1,你还真是用起人来，不客气的很呢！,,,,,,,,,,,,,,,
132,-1,对于想要夺取货物的人，你有什么消息吗？,1103,据我们英雄公会的斥候探知，想抢夺货物的人，就在食人魔洞穴，你去调查看看吧！,-1,好的，既然有目标了，也方便很多了。,1103,那就快去吧，击败那里所有邪恶的生物，完事儿后去找木匠麦尔吧，他正在找你。,,,,,,,,,,,,,
133,-1,麦尔，你找我？我刚帮助艾丽西亚击败食人魔洞穴的恶徒就马上来找你了。,8,您是正在帮艾丽西亚大人调查抢夺货物的人吧？不过我要麻烦一下您了。,-1,没问题，我会尽力帮助你的。,,,,,,,,,,,,,,,
134,8,我需要魔晶矿！这是翻修罗德里镇的必要矿石！魔晶矿就在食人魔洞穴！,-1,那交给我好了，反正我最近也常往那里跑。,,,,,,,,,,,,,,,,,
135,-1,这些魔晶矿够不够？不够我再去帮你采集点。,8,够了！太感谢您了！这样我需要的材料就齐了！,,,,,,,,,,,,,,,,,
136,8,英雄公会查到谁想抢夺货物了，那个人就是食人魔法师波坎！他就在食人魔洞穴！,-1,食人魔法师吗……肯定是个不好对付的家伙，我去会一会他。,8,等您击败食人魔法师后，就可以去告诉艾丽西亚大人了。,,,,,,,,,,,,,,,
137,-1,食人魔法师果然不好对付，好在击败他了，不然他会引起很大的麻烦。,1103,你果然价值很高嘛！嘿嘿！以后还望多多有合作的机会哦！,,,,,,,,,,,,,,,,,
138,1103,麦哲伦大人正在找你，快去见他吧，我这里如果有需要，还是会找你的哦！,-1,你最好永远也别来找我……,,,,,,,,,,,,,,,,,
139,-1,麦哲伦老师……,10,看到汝有这样的表现，吾甚感开心，接下来，就接受最终一连串试炼吧。,,,,,,,,,,,,,,,,,
140,10,在食人魔洞穴，那里总有鬼影和怒熊游荡，汝去看看到底是怎么回事，然后自行解决。,-1,我明白了，我会去调查那里的。,,,,,,,,,,,,,,,,,
141,-1,麦哲伦老师，我已经消灭那群邪恶的生物了。,10,甚好，不过汝接下来还有很多事情要做。,,,,,,,,,,,,,,,,,
142,10,汝现在应该去找佩普大人，佩普大人欲击溃邪恶，这正是汝应去做的。,-1,我明白了，麦哲伦老师，我这就去见佩普老师。,,,,,,,,,,,,,,,,,
143,-1,佩普大人，听麦哲伦老师说，您正欲击溃邪恶，我特来帮忙。,205,正义需要我们来伸张，公理需要我们来主持。,,,,,,,,,,,,,,,,,
144,205,据我所知，有一个蜥蜴人来到了罗德里，他欲与食人魔结成罪恶的同盟，你去破坏这个同盟吧！,-1,交给我好了！,205,击溃这个同盟后，就去找木匠麦尔吧，他似乎又有麻烦了。,-1,又有麻烦……他还真是麻烦……,,,,,,,,,,,,,
145,-1,哎，我刚刚击溃邪恶的同盟，就得马上来找你。,8,因为只有你才能够帮助我！,,,,,,,,,,,,,,,,,
146,8,我手下的工人正在林间走廊那边伐木，可是那边突然出现了很多怪怪箱和水精魂，现在没人敢去那边了！,-1,林间走廊那边的生物怎么会如此躁动呢……那么我得去查看一下。,,,,,,,,,,,,,,,,,
147,-1,现在你手下的工人们可以放心去那边伐木了。,8,太好了，这下我就放心了。,,,,,,,,,,,,,,,,,
148,8,麦哲伦老师让您过去找他，据说咱们这附近来了一个神秘人物，感觉不像什么好人啊！,-1,神秘人物？我怎么没见到……我还是先去麦哲伦老师那里看看吧。,,,,,,,,,,,,,,,,,
149,-1,麦哲伦老师，听说这附近有个可疑人物？,10,正是如此，所以吾才需要汝来帮助探寻究竟。,,,,,,,,,,,,,,,,,
150,10,试炼山洞之中，有个很神秘的人物，一头白发，不似人类，汝去调查一下。,-1,我去会一会这个家伙，感觉不像好人。,,,,,,,,,,,,,,,,,
151,-1,那个人竟然是从遥远的皇国——格拉维斯特来的，真不知道他安的什么心。,10,嗯，皇国吗……吾要思考一下，汝先下去吧。,,,,,,,,,,,,,,,,,
152,10,汝已经很好了，吾这里已经不需要教导汝什么了，去找莉莉吧，她需要你的帮助。,-1,好的，麦哲伦老师。,,,,,,,,,,,,,,,,,
153,-1,莉莉，你又找我？,9,偶像！我有难了！,,,,,,,,,,,,,,,,,
154,9,有一批哥布林和臭臭花！他们在试炼山洞扎营，想要攻击罗德里镇哦！偶像！我们该怎么办？,-1,难道是食人魔那边的余孽吗……我一定要阻止他们！,,,,,,,,,,,,,,,,,
155,-1,这下他们溃不成军，无法对罗德里镇构成威胁了。,9,偶像你太厉害了！,,,,,,,,,,,,,,,,,
156,9,偶像！您简直就是罗德里镇的传说级人物！现在谁有问题都找您！这不，耶鲁卡夫镇长又找您了！,-1,原来传说人物就是一个跑腿的……,,,,,,,,,,,,,,,,,
157,-1,耶鲁卡夫镇长，我正在那边帮助莉莉呢，您怎么又找我了？,7,我找你，当然是因为我需要你，这样愚蠢的问题下次不问也罢。,,,,,,,,,,,,,,,,,
158,7,不知道是不是莉莉那个丫头做菜太香闹得，罗德里镇里竟然闯入了一头恶狼，你知道该怎么办吧？,-1,知道了……不就是让我赶走恶狼吗……交给我好了……,7,嗯，很好，击败了恶狼后，你可以再去莉莉那边，看看她还需要什么帮助吗。,,,,,,,,,,,,,,,
159,-1,原来耶鲁卡夫镇长猜的没错，恶狼果然是因为你制作的食物的香味而跑来的。,9,啊哈哈哈哈！我的厨艺果然是最棒的！连恶狼都拒绝不了我美食的诱惑！,,,,,,,,,,,,,,,,,
160,9,呜呜呜！好可怕！偶像！您有没有听过试炼山洞水鬼的传说呀！人家最怕鬼了！,-1,鬼怪的传说吗？我最喜欢这种玩意了，我去看看！,,,,,,,,,,,,,,,,,
161,-1,有好多鬼哦！好多鬼！,9,讨厌！就知道吓唬人家！不跟你玩了！,,,,,,,,,,,,,,,,,
162,9,偶像，您为罗德里镇做了很多贡献，现在该去寻找自己的道路啦！,-1,太好了，我终于可以向目标前行了。,,,,,,,,,,,,,,,,,
163,-1,我回来了……,7,嗯……你做了很多……老夫对此十分感谢！,,,,,,,,,,,,,,,,,
164,201,有人来了吗？我虽然看不见，但我可以感受到你的到来。,-1,请问您就是罗德里有名的剑士迪亚斯先生吗？我是来自聂拉维尔的#name#。,201,呵呵，什么有名的剑士，我只是一个盲人罢了，你来找我，是为了学习剑术吧？,-1,正是如此，还希望迪亚斯先生赐教。,201,嗯，想要学习剑术不难，我先给你一个试炼，然后回来找我，我就会教导你剑术。,-1,好的，我这就去！,,,,,,,,,
165,201,剑，不应只握在手中，更应持于心中。,,,,,,,,,,,,,,,,,,,
166,-1,迪亚斯先生，我完成您交于我的任务了。,201,很好，那么接下来，我会教导你真正的剑士之道。,,,,,,,,,,,,,,,,,
167,202,哼！你是什么人？,-1,请问您就是传说中的暗影刺客大师奥多先生吗？我是来自聂拉维尔的#name#。,202,哼！又是一个不知死活，想要成为刺客的菜鸟！,-1,是的，我非常希望成为一名刺客！,202,我最近想吃毒蘑菇了，你去帮我抓一个回来吧，记住！要活的。,-1,好的，我这就去！,,,,,,,,,
168,202,你在这里晃悠什么？想死吗？离我远点！,,,,,,,,,,,,,,,,,,,
169,-1,奥多先生，您要的毒蘑菇。,202,很好，完成的不错，可以让我正眼看你了。,,,,,,,,,,,,,,,,,
170,203,神秘在上，这位旅人，也是因为神秘的指引，而来到此处的吗？,-1,请问您就是人们常说的咒术之火米莉卡小姐吗？我是来自聂拉维尔的#name#。,203,我只是一个很普通的人，只不过神秘让我拥有了强大的力量，你是要学习咒术吗？,-1,是的，希望您能教导我咒术的精髓。,203,想要学习咒术，就要先了解元素的奥秘，你先去找火元素感悟一下它。,-1,好的，我这就去！,,,,,,,,,
171,203,火的奥秘可不是那么好感悟的。,,,,,,,,,,,,,,,,,,,
172,-1,米莉卡小姐，我已经感悟到火的奥秘了。,203,很好，火会承认你的价值，那么你自然可以走上咒术之道。,,,,,,,,,,,,,,,,,
173,204,哈哈哈！这位朋友，你为什么要来这个地方啊！过来一起喝杯酒如何！,-1,请问您就是能够驾驭动物的兽王阿鲁布鲁因斯吗？我是来自聂拉维尔的#name#。,204,驾驭动物？这话我可不爱听！我是一个德鲁伊，我是自然之友，更是动物之友！,-1,原来如此，我也希望能够和动物成为朋友！,204,哈哈哈！有这心是好的！去完成一个试炼吧！这附近有一个可怕的怪物叫做火蝾螈莫莫古，去赶跑它吧！,-1,好的，我这就去！,,,,,,,,,
174,204,哎呀！这瓶酒味道不错嘛！我得多喝点！,,,,,,,,,,,,,,,,,,,
175,-1,我已经赶跑那个火蝾螈了，真希望它不在伤害别人。,204,哈哈哈！你现在能够为动物考虑了，证明你完全可以踏入德鲁伊之道了！,,,,,,,,,,,,,,,,,
176,205,又见面了，#name#，这么久不见，你成长了很多。,-1,呀！是佩普老师！您怎么会在这里？,205,我习惯周游各地，你我二人既然有缘，我就再指导你一些关于职业的经验吧。,-1,那就麻烦佩普老师您了！,205,职业，是有进阶的，光凭最初的职业，是无法在贝伦大陆立足的，所以去进阶的你的职业吧。,-1,可是我该如何进阶职业呢？,205,在林间走廊，有一个千年古树妖，去击败它，然后回来找我。,,,,,,,
177,205,最近有很多年轻的冒险者出现，看来这些年轻的冒险者将会闪耀整个贝伦大陆。,,,,,,,,,,,,,,,,,,,
178,-1,佩普老师，我已经击败千年古树妖了。,205,很好，接下来，你可以进阶自己的职业了。,,,,,,,,,,,,,,,,,
